,palavras,quantidade
825,saíssem,1
826,ganhassem,1
827,alcançados,1
828,ﬁdesfilando,1
829,passarela,1
830,bonjaﬂ,1
831,desfile,1
832,confeccionadas,1
833,atrações,1
834,contação,1
835,ator,1
836,poetisa,1
837,ambos,1
838,geladeiroteca,1
839,senhora,1
840,fátima,1
841,3ª,1
842,imagens,1
843,gastronômicos,1
844,custeada,1
845,geradora,1
846,investida,1
847,nani,1
848,dutra,1
849,ativista,1
850,mães,1
851,porque,1
852,foça,1
853,roberto,1
854,compartilhado,1
855,agentes,1
856,laurence,1
857,sinto,1
858,dizem,1
859,garante,1
860,executivo,1
861,faço,1
862,varejista,1
863,executiva,1
864,perto,1
865,herrmann,1
866,bier,1
867,picinini,1
868,gomespaula,1
869,34empodera,1
870,beltrão,1
871,faccio,1
872,concretas,1
873,fabio,1
874,femininoﬂ,1
875,18conselho,1
876,45expediente,1
877,rds,1
878,negro,1
879,utilizados,1
880,executa,1
881,imersão,1
882,2x2esgn,1
883,resgatar,1
884,autoestima,1
885,enxergam,1
886,noção,1
887,eduardo,1
888,massaﬂ,1
889,ﬁbotar,1
890,moller,1
891,iniciar,1
892,conclusão,1
893,zaffari,1
894,ricardo,1
895,mutirões,1
896,agliardi,1
897,comportamental,1
898,aumentaram,1
899,entrada,1
900,qualificada,1
901,1917captações,1
902,32ângela,1
903,luciano,1
904,administrativo,1
905,moradora,1
906,participa,1
907,ingressou,1
908,taccola,1
909,planeja,1
910,futuramente,1
911,fabiana,1
912,cursar,1
913,faculdade,1
914,ajudou,1
915,diretora,1
916,ferlauto,1
917,abre,1
918,fiz,1
919,tipos,1
920,crença,1
921,futsal,1
922,atrás,1
923,dezembro,1
924,50período,1
925,abordadosnão,1
926,estabilidade,1
927,lista,1
928,passos,1
929,anterioresnão,1
930,startups,1
931,site,1
932,2wkeq9h,1
933,ﬁnegócios,1
934,fornecidas,1
935,geridas,1
936,pequenos,1
937,populações,1
938,quaisquer,1
939,1º,1
940,51data,1
941,48explicação,1
942,anterior,1
943,55índice,1
944,essencial,1
945,standards,1
946,54premissas,1
947,br,1
948,ajudar,1
949,lojasrenner,1
950,dúvidas,1
951,53dados,1
952,relatóriosanual,1
953,tirar,1
954,fase,1
955,52ciclo,1
956,recente2018,1
957,buscados,1
958,favorecidas,1
959,eixos,1
960,stanford,1
961,gradativa,1
962,justa,1
963,solidária,1
964,departamento,1
965,time,1
966,dedihc,1
967,virtual,1
968,negociação,1
969,câmara,1
970,empregados,1
971,41percentual,1
972,deputados,1
973,2qqoeln,1
974,ﬁentendemos,1
975,geral,1
976,avança,1
977,interface,1
978,43abordagem,1
979,entendemos,1
980,almeja,1
981,fomentem,1
982,abordá,1
983,medidas,1
984,artemisia,1
985,levantados,1
986,44principais,1
987,mensais,1
988,detalhando,1
989,associados,1
990,2x900rb,1
991,assembleias,1
992,ocorre,1
993,cidadaniaﬁa,1
994,frequência,1
995,entendida,1
996,56as,1
997,demonstrações,1
998,costumam,1
999,precisamos,1
1000,ﬁimagine,1
1001,orientam,1
1002,2x741nb,1
1003,pouco,1
1004,afirma,1
1005,seção,1
1006,porte,1
1007,41glossário,1
1008,avaliação,1
1009,implementados,1
1010,1percentual,1
